Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 10200, 5, 5, 200, STRAIGHT, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
7777, 10200, 5, 5, 200, FLUSH, 1, NORMAL
5555, 10200, 5, 5, 200, FLUSH, 1, NORMAL
4444, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
3333, 10200, 5, 5, 200, TWO_PAIR, 1, NORMAL
6666, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
2222, 10200, 5, 5, 200, THREE_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10200, 5, 5, 200, STRAIGHT, 2, NORMAL
2222, 9850, 5, 5, -150, STRAIGHT, 4, NORMAL
3333, 9850, 5, 5, -150, STRAIGHT, 4, NORMAL
5555, 10200, 5, 5, 200, STRAIGHT, 2, NORMAL
6666, 10550, 5, 5, 550, STRAIGHT, 1, NORMAL
8888, 9850, 5, 5, -150, STRAIGHT, 4, NORMAL
7777, 9500, 5, 5, -500, TWO_PAIR, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
5555, 11100, 5, 5, 1100, TWO_PAIR, 1, NORMAL
7777, 9500, 5, 5, -500, ONE_PAIR, 4, NORMAL
4444, 10300, 5, 5, 300, THREE_OF_A_KIND, 3, NORMAL
6666, 11100, 5, 5, 1100, FLUSH, 1, NORMAL
8888, 9500, 5, 5, -500, ONE_PAIR, 4, NORMAL
1111, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
3333, 9500, 5, 5, -500, THREE_OF_A_KIND, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
1111, 11100, 5, 5, 1100, THREE_OF_A_KIND, 1, NORMAL
6666, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
3333, 11100, 5, 5, 1100, TWO_PAIR, 1, NORMAL
7777, 9500, 5, 5, -500, THREE_OF_A_KIND, 4, NORMAL
4444, 10300, 5, 5, 300, FULL_HOUSE, 3, NORMAL
5555, 9500, 5, 5, -500, ONE_PAIR, 4, NORMAL
8888, 9500, 5, 5, -500, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
4444, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
1111, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
6666, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
5555, 10300, 5, 5, 300, THREE_OF_A_KIND, 1, NORMAL
8888, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
7777, 10300, 5, 5, 300, THREE_OF_A_KIND, 1, NORMAL
3333, 9500, 5, 5, -500, TWO_PAIR, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
1111, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
6666, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
5555, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
3333, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
7777, 9500, 5, 5, -500, ONE_PAIR, 6, NORMAL
8888, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
2222, 9500, 5, 5, -500, TWO_PAIR, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 11100, 5, 5, 1100, STRAIGHT, 1, NORMAL
7777, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
3333, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
1111, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
8888, 9500, 5, 5, -500, TWO_PAIR, 4, NORMAL
6666, 10300, 5, 5, 300, STRAIGHT, 3, NORMAL
4444, 11100, 5, 5, 1100, STRAIGHT, 1, NORMAL
5555, 9500, 5, 5, -500, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
3333, 10300, 5, 5, 300, FLUSH, 1, NORMAL
6666, 10300, 5, 5, 300, FLUSH, 1, NORMAL
7777, 10300, 5, 5, 300, FLUSH, 1, NORMAL
5555, 10300, 5, 5, 300, FLUSH, 1, NORMAL
2222, 9500, 5, 5, -500, STRAIGHT, 6, NORMAL
4444, 9500, 5, 5, -500, FLUSH, 6, NORMAL
8888, 10300, 5, 5, 300, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
6666, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
7777, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
5555, 9500, 5, 5, -500, TWO_PAIR, 6, NORMAL
4444, 9500, 5, 5, -500, ONE_PAIR, 6, NORMAL
2222, 10300, 5, 5, 300, STRAIGHT, 1, NORMAL
8888, 10300, 5, 5, 300, TWO_PAIR, 1, NORMAL
3333, 10300, 5, 5, 300, STRAIGHT, 1, NORMAL
1111, 10300, 5, 5, 300, TWO_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 9850, 5, 0, -150, NULL, 5, NORMAL
4444, 9850, 5, 0, -150, NULL, 5, NORMAL
6666, 9950, 5, 0, -50, NULL, 3, NORMAL
1111, 9900, 5, 0, -100, NULL, 4, NORMAL
5555, 10000, 5, 0, 0, NULL, 1, NORMAL
3333, 9850, 5, 0, -150, NULL, 5, NORMAL
7777, 10000, 5, 0, 0, NULL, 1, NORMAL
8888, 9850, 5, 0, -150, NULL, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 10000, 5, 0, 0, NULL, 1, NORMAL
6666, 9850, 5, 0, -150, NULL, 5, NORMAL
4444, 10000, 5, 0, 0, NULL, 1, NORMAL
1111, 9850, 5, 0, -150, NULL, 5, NORMAL
5555, 9900, 5, 0, -100, NULL, 4, NORMAL
3333, 9950, 5, 0, -50, NULL, 3, NORMAL
8888, 9850, 5, 0, -150, NULL, 5, NORMAL
7777, 9850, 5, 0, -150, NULL, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 38000, 5, 5, 28000, TWO_PAIR, 1, NORMAL
1111, 16000, 5, 5, 6000, TWO_PAIR, 2, NORMAL
6666, 0, 5, 5, -10000, TWO_PAIR, 6, NORMAL
7777, 0, 5, 5, -10000, TWO_PAIR, 6, NORMAL
5555, 0, 5, 5, -10000, ONE_PAIR, 6, NORMAL
8888, 6000, 5, 5, -4000, TWO_PAIR, 4, NORMAL
3333, 16000, 5, 5, 6000, TWO_PAIR, 2, NORMAL
2222, 4000, 5, 5, -6000, TWO_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 0, 5, 5, -10000, TWO_PAIR, 6, NORMAL
1111, 0, 5, 5, -10000, TWO_PAIR, 6, NORMAL
6666, 0, 10, 10, -10000, FULL_HOUSE, 2, NORMAL
5555, 0, 7, 7, -10000, FULL_HOUSE, 4, NORMAL
8888, 0, 7, 7, -10000, FULL_HOUSE, 4, NORMAL
7777, 0, 10, 10, -10000, FULL_HOUSE, 2, NORMAL
2222, 0, 5, 5, -10000, TWO_PAIR, 6, NORMAL
3333, 80000, 10, 10, 70000, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 0, 6, 6, -10000, FULL_HOUSE, 4, NORMAL
6666, 80000, 13, 13, 70000, FULL_HOUSE, 1, NORMAL
1111, 0, 8, 8, -10000, FULL_HOUSE, 3, NORMAL
2222, 0, 13, 13, -10000, FULL_HOUSE, 2, NORMAL
8888, 0, 5, 5, -10000, FULL_HOUSE, 6, NORMAL
5555, 0, 6, 6, -10000, FULL_HOUSE, 4, NORMAL
7777, 0, 5, 5, -10000, FULL_HOUSE, 6, NORMAL
4444, 0, 5, 5, -10000, THREE_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 4800, 500, 500, -5200, FOUR_OF_A_KIND, 8, NORMAL
6666, 8800, 500, 500, -1200, FULL_HOUSE, 5, NORMAL
8888, 12000, 500, 500, 2000, FOUR_OF_A_KIND, 3, NORMAL
5555, 7600, 500, 500, -2400, FULL_HOUSE, 7, NORMAL
4444, 12000, 500, 500, 2000, FOUR_OF_A_KIND, 3, NORMAL
2222, 8000, 500, 500, -2000, FOUR_OF_A_KIND, 6, NORMAL
3333, 13600, 500, 500, 3600, FOUR_OF_A_KIND, 1, NORMAL
1111, 13200, 500, 500, 3200, FOUR_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 7734, 500, 500, -2266, FOUR_OF_A_KIND, 7, NORMAL
6666, 10268, 500, 500, 268, FOUR_OF_A_KIND, 5, NORMAL
2222, 10934, 500, 500, 934, FOUR_OF_A_KIND, 3, NORMAL
4444, 12400, 500, 500, 2400, FOUR_OF_A_KIND, 2, NORMAL
3333, 10932, 500, 500, 932, FULL_HOUSE, 4, NORMAL
7777, 4134, 500, 500, -5866, FULL_HOUSE, 8, NORMAL
8888, 13998, 500, 500, 3998, FOUR_OF_A_KIND, 1, NORMAL
5555, 9600, 500, 500, -400, FOUR_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 9000, 500, 500, -1000, FOUR_OF_A_KIND, 6, NORMAL
3333, 8734, 500, 500, -1266, FOUR_OF_A_KIND, 7, NORMAL
2222, 14200, 500, 500, 4200, FOUR_OF_A_KIND, 1, NORMAL
5555, 9268, 500, 500, -732, FOUR_OF_A_KIND, 5, NORMAL
7777, 5534, 500, 500, -4466, FOUR_OF_A_KIND, 8, NORMAL
1111, 10598, 500, 500, 598, FOUR_OF_A_KIND, 3, NORMAL
6666, 10198, 500, 500, 198, FOUR_OF_A_KIND, 4, NORMAL
8888, 12468, 500, 500, 2468, FOUR_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 10668, 500, 500, 668, FULL_HOUSE, 5, NORMAL
2222, 13198, 500, 500, 3198, FOUR_OF_A_KIND, 1, NORMAL
8888, 10800, 500, 500, 800, FOUR_OF_A_KIND, 4, NORMAL
7777, 12932, 500, 500, 2932, FOUR_OF_A_KIND, 2, NORMAL
1111, 8534, 500, 500, -1466, FULL_HOUSE, 6, NORMAL
5555, 11600, 500, 500, 1600, FOUR_OF_A_KIND, 3, NORMAL
3333, 5734, 500, 500, -4266, FOUR_OF_A_KIND, 8, NORMAL
6666, 6534, 500, 500, -3466, FOUR_OF_A_KIND, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 6400, 500, 500, -3600, FOUR_OF_A_KIND, 7, NORMAL
2222, 10000, 500, 500, 0, FOUR_OF_A_KIND, 5, NORMAL
3333, 12800, 500, 500, 2800, FOUR_OF_A_KIND, 3, NORMAL
4444, 13200, 500, 500, 3200, FOUR_OF_A_KIND, 1, NORMAL
5555, 11600, 500, 500, 1600, FOUR_OF_A_KIND, 4, NORMAL
6666, 13200, 500, 500, 3200, FOUR_OF_A_KIND, 1, NORMAL
7777, 7200, 500, 500, -2800, FULL_HOUSE, 6, NORMAL
8888, 5600, 500, 500, -4400, FULL_HOUSE, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
3333, 11200, 500, 500, 1200, FOUR_OF_A_KIND, 3, NORMAL
2222, 10400, 500, 500, 400, FOUR_OF_A_KIND, 4, NORMAL
1111, 12800, 500, 500, 2800, FOUR_OF_A_KIND, 1, NORMAL
7777, 9200, 500, 500, -800, FOUR_OF_A_KIND, 5, NORMAL
5555, 7600, 500, 500, -2400, FOUR_OF_A_KIND, 8, NORMAL
6666, 8800, 500, 500, -1200, FOUR_OF_A_KIND, 6, NORMAL
4444, 12000, 500, 500, 2000, FOUR_OF_A_KIND, 2, NORMAL
8888, 8000, 500, 500, -2000, FOUR_OF_A_KIND, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 11664, 500, 500, 1664, FULL_HOUSE, 2, NORMAL
7777, 8200, 500, 500, -1800, FULL_HOUSE, 7, NORMAL
1111, 9802, 500, 500, -198, FULL_HOUSE, 4, NORMAL
3333, 9466, 500, 500, -534, FULL_HOUSE, 5, NORMAL
4444, 10800, 500, 500, 800, FULL_HOUSE, 3, NORMAL
6666, 9066, 500, 500, -934, FULL_HOUSE, 6, NORMAL
8888, 7736, 500, 500, -2264, FULL_HOUSE, 8, NORMAL
5555, 13266, 500, 500, 3266, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 5, 5, -10000, ONE_PAIR, 6, NORMAL
3333, 0, 5, 5, -10000, ONE_PAIR, 6, NORMAL
7777, 0, 8, 8, -10000, TWO_PAIR, 3, NORMAL
8888, 0, 7, 7, -10000, TWO_PAIR, 4, NORMAL
5555, 0, 5, 5, -10000, ONE_PAIR, 6, NORMAL
6666, 0, 10, 10, -10000, STRAIGHT, 2, NORMAL
4444, 58000, 10, 10, 48000, STRAIGHT, 1, NORMAL
1111, 0, 6, 6, -10000, TWO_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10798, 500, 500, 798, FULL_HOUSE, 3, NORMAL
4444, 12934, 500, 500, 2934, FULL_HOUSE, 1, NORMAL
1111, 9998, 500, 500, -2, FULL_HOUSE, 4, NORMAL
6666, 7202, 500, 500, -2798, FULL_HOUSE, 7, NORMAL
3333, 12800, 500, 500, 2800, FULL_HOUSE, 2, NORMAL
2222, 6932, 500, 500, -3068, FULL_HOUSE, 8, NORMAL
5555, 9468, 500, 500, -532, FULL_HOUSE, 6, NORMAL
7777, 9868, 500, 500, -132, FULL_HOUSE, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 15, 5, 150, FULL_HOUSE, 2, OFFLINE
3333, 0, 15, 5, -800, STRAIGHT, 2, OFFLINE
1111, 0, 15, 5, -850, TWO_PAIR, 2, OFFLINE
5555, 0, 15, 5, 850, FULL_HOUSE, 2, OFFLINE
4444, 0, 15, 5, -650, STRAIGHT, 2, OFFLINE
6666, 0, 15, 5, 750, FULL_HOUSE, 2, OFFLINE
8888, 10250, 15, 1, 250, STRAIGHT, 1, NORMAL
7777, 0, 15, 5, -750, STRAIGHT, 2, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
